name,address,city,state,zip_code,latitude,longitude,Discription,Accessible,Smooth,Elivators,Ramps,Sound,Brail,SightImpared,Bathrooms,single-entrance
Buckingham Park,10 Buckingham Road,Avon,CT,6001,41.786906,-72.914709,Inclusive and  innovative design aspects include a concrete berm that connects the sidewalk to the playstructure ramps and a Sway Fun¨ glider  for both children using wheelchairs or other mobility devices and their able-bodied peers.,True,True,True,True,True,False,False,True,False
Friendship Place,1088 Norton Road,Berlin,CT,6037,41.615637,-72.75808,,True,True,True,True,True,True,True,True,True
Dewitt Page Park,647 King Street,Bristol,CT,6010,41.6852509,-72.9250906,Playground includes a splash pad,True,True,True,False,True,False,False,True,False
Bloomfield Boundless Playground,330 Park Avenue,Bloomfield,CT,6002,41.8284323,-72.7337058,"The playground features ground-level activities and ramps, climbers and slides. Pipe Barriers and CableCore provide tactile stimulation.",True,True,True,True,True,False,False,True,False
Lake Garda Elementary School,61 Monce Road,Burlington,CT,6013,41.7419786,-72.907595,,True,True,True,False,True,False,False,True,False
Town Hall Annex,25 School Street,East Windsor,CT,6088,41.926659,-72.618965,,True,True,True,False,True,False,False,True,False
Farmington's Boundless Playground,114 West District Road,Farmington,CT,6085,41.7377948,-72.8795765,,True,True,True,False,True,False,False,True,False
Glastonbury Rotary Boundless Playground,419 Addison Road,Glastonbury,CT,6033,41.7291265,-72.5791423,,True,True,True,False,True,False,False,True,False
Tercentennial Legacy Playground,150 Fort Hill Road,Groton,CT,6340,41.3464518,-72.0265411,The design integrates a variety of equipment that promotes social interaction for various ability levels and sensory stimulation.,True,True,True,True,True,True,True,True,False
Goodwin Park,1130 Maple Avenue,Hartford,CT,6114,41.7273365,-72.6908496,,True,True,True,False,True,False,False,True,False
Dominick DeLucco Playground,444 Albany Avenue,Hartford,CT,6120,41.7774485,-72.6841071,,True,True,True,False,True,False,False,True,False
Land of Ahs,572 Hartford Pike,Killingly,CT,6241,41.8450221,-71.8841408,,True,True,True,False,True,False,False,True,False
Northwest Park,448 Tolland Turnpike,Manchester,CT,6042,41.805799,-72.524582,,True,True,True,False,True,False,False,True,False
Hannah's Dream,350 Woodward Avenue,New Haven,CT,6512,41.2785479,-72.8985305,,True,True,True,False,True,False,False,True,False
New London Rotary Centennial Playground,Ocean Avenue,New London,CT,6320,41.32799,-72.1027,,True,True,True,False,True,False,False,True,False
Our Children's Place,131 Cedar Street,Newington,CT,6111,41.6968837,-72.7296945,,True,True,True,False,True,False,False,True,False
Kids in Motion,557 South Main Street,Cheshire,CT,6410,41.4395766,-72.8313865,"This fully accessible 38,000 square feet Boundless Playground includes poured-in-place surfacing, a Kidrox Climber, a Double Webscape and a Playworld Music Center.",True,True,True,True,True,False,False,True,False
Devon's Place,325 West Avenue,Norwalk,CT,6850,41.1096393,-73.4182099,,True,True,True,False,True,False,False,True,False
The Sky's the Limit Playground,195 Danbury Road,Ridgefield,CT,6877,41.298959,-73.4923077,,True,True,True,False,True,False,False,True,False
Rainbow Playground,420 Burritt Street,Southington,CT,6479,41.5680904,-72.9149424,,True,True,True,False,True,False,False,True,False
Rotary Park Playground,22 Iron Horse Boulevard,Simsbury,CT,6070,41.876791,-72.798149,,True,True,True,False,True,False,False,True,False
My Friend's Place,Nevers Road,South Windsor,CT,6074,41.84089,-72.54858,,True,True,True,False,True,False,False,True,False
Didi Wein Playground & Mikey's Playground,1035 Newfield Avenue,Stamford,CT,6905,41.09514,-73.53175,"Every child can reach the highest play deck.  Equipment includes swings and bouncers and elevated sand tables and activity panels.  The playground is built on two levels:  Mikey's Playground, the early childhood area for ages 2-5  on the upper level  and the Didi Wein Playground, for children 5 and up on the lower level.",True,True,True,False,True,False,False,True,False
Twin Meadows Boundless Playground,800 Stillwater Road,Stamford,CT,6902,41.069805,-73.5580488,"The 25,000 sqaure feet playgroundincludes a wheelchair-accessible tree house,  a series of play areas linked by walkways and poured-in place surfacing, a wheelchair maze constructed from hedges and a Sway Fun glider",True,True,True,False,True,False,False,True,False
Maeve's Dreamland,251 Bunker Hill Avenue,Waterbury,CT,6708,41.5693334,-73.0642152,,True,True,True,False,True,False,False,True,False
Mikey's Place,51 Francis Street,Wethersfield,CT,6109,41.7156908,-72.6585975,"It is a wheelchair friendly community playground, featuring two accessible playscapes for children two to twelve.",True,True,True,False,True,False,False,True,False
Memorial Park Boundless Playground,1105 Main Street,Willimantic,CT,6226,41.7133749,-72.2213499,,True,True,True,False,True,False,False,True,False
Can-Do Playground,4631 Weldin Road,Wilminton,DE,19803,39.7805817,-75.52522,"The 26,000 square foot playground and garden to provide play and adventure opportunities for children of all ages and abilities. Play apparatus physically challenge users of the playground, while the garden offers mazes, games and theme gardens.",True,True,True,True,True,False,False,True,False
All Children's Playground,6910 Salem Road,Cincinnati,OH,45320,39.0730859,-84.367222,"There is a Tot-lot complete with a train and train station. There are swings, a sand play area,  a playhouse,  a mini-mountain, and an arched bridge with walking paths and shaded pergolas. For children ages 2-5 there are slides, rock climbing and bongo drum.s For older children there are  climbing boulders and a fort. Also, for all, a riverboat shelter,  seasonal water play area, and Sway Fun glider",True,True,True,True,True,False,False,True,True
Every Child's Plaground,801 East Pete Rose Way,Cincinnati,OH,45202,39.1021157,-84.4989457,,True,True,True,False,True,False,False,True,False
THEARC,"1901 Mississippi Avenue, SE",Washington,DC,20020,38.843384,-76.977348,,True,True,True,False,True,False,False,True,False
Centennial Olympic Park,285 Andrew Young International Boulevard,Atlanta,GA,30313,33.7581581,-84.3960247,"The entire play space acts as a climber with its soft, rolling, boulder-like theme. Worked into this space is a playstructure complete with slides, crawl tunnels, play panels and lots of other sensory-stimulating activities.",True,True,True,False,True,True,False,True,False
Stoner Recreation Center Playground,1835 Stoner Avenue,West Los Angeles,CA,90025,34.037973,-118.453023,"The playground  includes a resilient rubberized surface, mister sprays, swing sets, a PlayBooster playstructure and ""cool topper"" shades.",True,True,True,False,True,False,False,True,False
South Park Playground,345 East 51st Street,Los Angeles,CA,90011,33.996562,-118.2686059,"The playground features swing sets, interactive sensory panels, mister sprays, rubberized resilient surfacing landscaping, irrigation, benches, drinking fountain, and more.",True,True,True,False,True,False,False,True,False
Ken Malloy Harbor Regional Park,25820 Vermont Avenue,Harbor City,CA,90710,33.790492,-118.292156,,True,True,True,False,True,False,False,True,False
Benny H. Potter Memorial Park,2413 Second Avenue,Los Angeles,CA,90018,34.0348141,-118.3188702,"The play structure includes climbers, slides, overhead events,and play panels.",True,True,True,False,True,False,False,True,False
Sycamore Grove Playground,4702 North Figueroa Street,Los Angeles,CA,90042,34.1021828,-118.2030517,,True,True,True,False,True,False,False,True,False
Folsom Play for All,403 Stafford Street,Folsom,CA,95630,38.6807214,-121.1669114,"This play structure has a Wild West theme. The playground includes play panels, ramps and poured-in-place safety surfacing.",True,True,True,True,True,True,False,True,False
Shadow Ranch Park,22633 Vanowen Street,West Hills,CA,91307,34.1946402,-118.6200661,,True,True,True,False,True,False,False,True,False
Glen Alla Park,4601 Alla Road,Los Angeles,CA,90292,33.984613,-118.431051,"The playground  has a nautical theme with tall, mast like umbrellas covering a boat decorated with a huge proud pelican at the bow. Wheelchair accessible ramps lead up into the hull where you can find a rotating rain gauge, musical knobs to turn, slides, stairs and ropes to climb down to the rubber coated flooring at ground level.",True,True,True,True,True,False,False,True,False
Dearborn Park,17141 Nordhoff Street,Northridge,CA,91325,34.2357974,-118.5069308,"The  playground includes colorful, sensory-rich equipment such as musical instruments, buttons that emit sounds and chime panels, and swings or see-saws with high backs offer support.  Canopies over the structures don't just provide shade, but offer protection to those sensitive to heat or light because of medication.",True,True,True,False,True,False,False,True,False
Van Nuys - Sherman Oaks Park,14201 Huston Street,Sherman Oaks,CA,91423,34.1599316,-118.4421766,,True,True,True,False,True,False,False,True,False
Reese's Retreat,400 North Arroyo Boulevard,Pasadena,CA,91103,34.1518783,-118.1661279,,True,True,True,False,True,False,False,True,False
Children's Hospital of Los Angeles,4650 Sunset Boulevard,Los Angeles,CA,90027,34.0979873,-118.2909216,,True,True,True,False,True,False,False,True,False
Westside Park,2777 Clyde Avenue,Los Angeles,CA,90019,34.028487,-118.36859,,True,True,True,False,True,False,False,True,False
Fourth Avenue Park,14105 Don Julian Road,La Puente,CA,91745,34.0351453,-117.9893491,,True,True,True,False,True,False,False,True,False
Centennial Park,1370 17th Avenue,Grafton,WI,53024,43.3172841,-87.9450687,Centennial Park has a sidewalk leading up to the play area with a compacted surface leading to a ramp on the play equipment.,True,True,True,False,True,False,False,True,False
North Berkeley Community Park,Williams St and N Washington St,Berkeley Springs,WV,25411,39.631292,-78.223194,,True,True,True,False,True,False,False,True,False
A Playground for Katie and Friends,10901 Robious Road,Richmond,VA,23235,37.514744,-77.598578,,True,True,True,False,True,False,False,True,False
Hadley's Main Street USA Playground,21100 Dulles Town Circle,Dulles,VA,20166,39.031886,-77.4235725,,True,True,True,False,True,False,False,True,False
Littlest pet shop List of toys a-z rental,6317 Georgetown Pike,Whiteville,NC,28472,38.944892,-77.156323,"The playground features multi-colored components connected by wide ramps, a wheelchair-accessible drag strip, sensory-oriented parts like spinning cups and voice-activated components; a moveable helicopter where wheelchairs can be attached; a flush mounted carousel; and a maze with multiple solutions.",True,False,True,False,True,False,False,True,False
Deer Park,11532 Jefferson Avenue,Newport News,VA,23601,37.0707415,-76.4727509,,True,True,True,False,True,False,False,True,False
Brandon Park,878 Harrison Street SE,Leesburg,VA,20175,39.1028883,-77.558123,The park includes a trail that connects the street to the playground.,True,True,True,False,True,False,False,True,False
Playground for Everybody,145 Atlantic Avenue,Virginia Beach,VA,23451,36.868586,-75.980399,"Surrounded by palm trees and a rubber play surface,the park on the oceanfront features cameras where visitors can look out into the water and view surfers or dolphins.  It also has musical drums, a playground with monkey bars and slides, a boardwalk that leads out to the water and a sensory wall for the autistic and visually impaired.",True,True,True,True,True,True,True,True,False
